LichessPuzzleId,FEN,Rating,PreLastMovePositionEvaluation,LastMove,CurrentPositionEvaluation,EvaluatedMoves
QI37E,r2q1rk1/pp3pp1/5b1p/5Q2/8/3BP1N1/P4PPP/3q1RK1 w - - 0 16,738,+204,a1d1 #-1,#+1,"f5h7 #+1,f1d1 -161,d3c4 -489,d3c2 -555,d3e4 -577,d3b1 -619,d3e2 -630,d3b5 -660,g3h5 -672,g3e4 -685,f5f6 -730,d3a6 -730,h2h3 -739,f5e4 -755,f5b5 -758,f5h5 -764,a2a3 -765,a2a4 -765,f5f4 -765,f5h3 -772,h2h4 -774,g3e2 -775,e3e4 -778,f5c5 -788,f5g6 -790,f5f3 -803,g1h1 -830,f5g5 -835,g3h1 -842,f2f3 -866,f5d7 -877,f5e6 -884,f5g4 -897,f5e5 -917,f2f4 -933,f5d5 -947,f1e1 -967,f5a5 -1000,f5c8 -1108"
QI7Bp,3k4/p4p1p/1pKb2p1/6N1/P1p4P/8/5PP1/8 w - - 0 40,2433,+491,e5d6 -394,+394,"c6d6 +394,g5f3 -502,g5e4 -516,g5h3 -531,g5f7 -563,h4h5 -587,a4a5 -592,f2f4 -610,g2g4 -619,g2g3 -624,c6d5 -628,f2f3 -630,c6b7 -652,g5h7 -717,c6b5 -751,g5e6 -756"
QI2Gj,4rrk1/4npb1/pqbp1np1/1p6/1P6/2NP2NP/B1PBQ1P1/4RR1K b - - 1 20,1614,+15,a1e1 -306,+306,"e7f5 +306,d6d5 -27,b6d4 -61,c6d7 -66,b6c7 -67,e7d5 -75,g8h8 -80,c6b7 -80,c6a8 -81,g8h7 -81,e7c8 -89,b6a7 -90,b6b7 -110,b6d8 -120,g7h8 -123,b6b8 -147,c6d5 -167,a6a5 -187,f6d5 -281,e8a8 -331,e8b8 -332,e8d8 -332,e8c8 -335,f6h7 -357,g6g5 -412,c6g2 -428,f6h5 -465,c6e4 -478,f6e4 -485,f6g4 -485,f6d7 -498,c6f3 -518,g7h6 -533,b6g1 -544,b6a5 -550,b6c5 -573,b6e3 -587,b6f2 -621"
QI9UF,r2r2k1/pq3ppp/n3p3/3n4/3Q4/P1B1PN2/1P3PPP/2R1K2R b K - 7 16,1364,+175,d2c3 -355,+355,"d5c3 +355,e6e5 -94,d5f6 -113,f7f6 -134,f7f5 -282,g8f8 -527,g7g6 #-1,g7g5 #-1,h7h6 #-1,h7h5 #-1,d5e3 #-1,d5b4 #-1,d5f4 #-1,d5b6 #-1,d5c7 #-1,d5e7 #-1,a6b4 #-1,a6c5 #-1,a6c7 #-1,a6b8 #-1,a8b8 #-1,a8c8 #-1,d8d6 #-1,d8d7 #-1,d8b8 #-1,d8c8 #-1,d8e8 #-1,d8f8 #-1,b7b2 #-1,b7b3 #-1,b7b4 #-1,b7b5 #-1,b7b6 #-1,b7c6 #-1,b7c7 #-1,b7d7 #-1,b7e7 #-1,b7b8 #-1,b7c8 #-1,g8h8 #-1"
QI46d,5rk1/pp4pp/2p3bq/n7/3P1p2/2PBbQP1/PP3R1P/5RK1 w - - 0 27,1718,+478,f5f4 -461,+461,"f3e3 +461,d3g6 -390,d3e2 -458,g3f4 -489,b2b4 -491,d3c2 -511,h2h4 -512,f3e2 -528,b2b3 -540,d3b1 -543,d3a6 -545,d3e4 -548,c3c4 -555,d4d5 -556,f1d1 -564,h2h3 -567,d3b5 -571,a2a4 -577,a2a3 -578,f1e1 -583,g1h1 -614,d3f5 -614,g3g4 -660,g1g2 -705,f1a1 -737,f1b1 -744,d3c4 -764,f3g4 -765,f1c1 -948,f3h1 #-25,f3g2 #-24,f3d1 #-24,f3c6 #-16,f3h5 #-16,f3f4 #-12,f3d5 #-10,f3e4 #-8"
QI3Sj,r6k/1p2b1p1/p4r1p/4pb2/3p4/Pq1B2Q1/1P1B1PPP/1R3RK1 w - - 2 23,1259,+162,c8f5 -370,+370,"d3f5 +370,d2h6 -393,d3e2 -434,d2b4 -463,b1e1 -496,f1e1 -497,d2c3 -498,d3e4 -502,g3e5 -504,d3a6 -507,f2f4 -516,b1c1 -518,b1d1 -519,f1d1 -539,d2g5 -543,d2a5 -545,a3a4 -556,b1a1 -558,f1c1 -558,d3c2 -563,f2f3 -565,h2h4 -567,d3c4 -571,d2e1 -585,g3f3 -586,h2h3 -587,g1h1 -587,d3b5 -596,d2c1 -598,g3h4 -601,d2e3 -601,g3g7 -635,d2f4 -676,g3h3 -692,g3g6 -694,g3g4 -695,g3g5 -699,g3f4 -706,g3e3 -790"
QI5OL,7r/2kr1R1p/1ppN1Rn1/2P1p3/1p6/P7/6PP/6K1 w - - 0 29,1826,-42,a5b4 -466,+466,"c5b6 +466,a3b4 +46,f7d7 +10,d6e4 0,f6f3 -146,h2h4 -227,d6c4 -230,g1f1 -253,g1f2 -263,g2g3 -272,f6f1 -304,d6b7 -309,f6f2 -312,g2g4 -317,h2h3 -320,a3a4 -320,f6f5 -331,d6b5 -342,g1h1 -376,d6e8 -388,f7h7 -393,d6c8 -400,d6f5 -413,f6g6 -419,f6e6 -473,f7g7 -478,f7e7 -518,f7f8 -520,f6f4 -542"
QI6Uv,r1q2rk1/p3bppp/3pb1n1/2pPp3/B3P3/2P1BQN1/P4PPP/R4RK1 b - - 0 16,1430,+16,d4d5 -408,+408,"e6g4 +408,g6h4 -48,e6d7 -86,c8a6 -148,e6d5 -225,f7f5 -335,a8b8 -380,g8h8 -380,g6f4 -385,c5c4 -391,e6h3 -393,h7h6 -412,e7d8 -414,e7g5 -418,e7f6 -423,g6h8 -423,a7a5 -424,f8d8 -424,e7h4 -425,a7a6 -435,c8b7 -436,c8d8 -441,c8b8 -441,c8c7 -442,f8e8 -468,h7h5 -480,c8d7 -496,e6f5 -538,f7f6 -546,c8e8 -587,c8c6 -672"
QI5kX,r4rk1/1p3ppp/p5n1/2pN4/2P2B2/3P4/Pqn1RPPP/R2Q2K1 b - - 4 20,1453,+301,e1e2 -380,+380,"b2a1 +380,b2d4 -1,g6f4 -7,a8c8 -453,b7b5 -459,h7h6 -462,f8e8 -466,a8d8 -466,h7h5 -466,f8d8 -468,f8c8 -471,b2a3 -475,f7f6 -480,b7b6 -481,a8e8 -483,a6a5 -485,f7f5 -489,g8h8 -494,a8a7 -496,f8b8 -509,b2b4 -511,g6h4 -512,c2e3 -516,a8b8 -516,b2f6 -543,b2b5 -546,b2a2 -547,c2a1 -549,c2b4 -560,b2c3 -569,b2b3 -588,c2d4 -592,b2e5 -592,b2b6 -596,g6e5 -614,g6e7 -615,b2c1 -623,c2a3 -630,b2b1 -630,c2e1 -666,g6h8 #-1"
QI3cY,r4bk1/pbp2Rp1/1p5p/6r1/6Q1/2NBq3/PPP3PP/5R1K w - - 1 21,2316,0,e5g5 -382,+382,"f7f8 +382,g4f3 -427,g4e4 -433,g4g5 -433,d3e4 -442,c3d1 -487,f7f4 -496,d3e2 -522,c3d5 -532,d3a6 -536,d3f5 -539,f7e7 -541,g4e2 -541,f7f3 -557,f7c7 -588,f7g7 -590,d3c4 -593,f1f3 -614,c3e2 -641,d3h7 -642,f7f5 -673,g4g3 -686,c3e4 -688,f7f2 -699,f7f6 -709,b2b4 -739,h2h3 -751,d3b5 -765,a2a4 -789,c3a4 -817,f7d7 -830,a2a3 -856,b2b3 -915,f1f5 -927,f1f2 -945,f1f4 -1047,f1g1 -1054,d3g6 #-23,f1d1 #-23,c3b5 #-21,f1b1 #-16,c3b1 #-14,f1a1 #-14,f1f6 #-11,f1c1 #-9,h2h4 #-9,g4h3 #-7,f1e1 #-7,g4c8 #-1,g4d1 #-1"
QI8vW,1kr4r/5pp1/Q2n3p/p4P2/Pp1p2PP/2q2B2/4K3/4N2R w - - 0 32,2002,+519,e5d4 #-2,#+2,"a6b6 #+2,a6d6 -85,e1d3 -150,e2f2 -292,f5f6 -453,a6a5 -473,g4g5 -487,a6a8 -525,e1g2 -532,e2f1 -534,f3e4 -538,h1g1 -544,e2d1 -548,h4h5 -548,f3d5 -574,a6d3 -585,f3a8 -604,e1c2 -672,a6b5 -1002,f3b7 #-25,h1h2 #-24,f3c6 #-21,a6b7 #-18,a6c6 #-13,a6c8 #-12,a6c4 #-11,a6a7 #-10,f3g2 #-7,h1h3 #-6,h1f1 #-2"
QI0Y9,r3r1k1/2q2p2/3p2pB/1pPP1bNP/1P3n2/p4p2/PbQK4/3R1BR1 w - - 1 27,1748,+465,c8f5 -214,+214,"c2f5 +214,h5g6 -264,g5f3 -555,g5e6 -588,c2b3 -635,f1b5 -671,g5e4 -682,g1g4 -694,h6f8 -715,g1g3 -729,f1d3 -751,f1c4 -771,d1e1 -798,g1h1 -811,d1c1 -878,c2e4 -897,d1a1 -970,d1b1 -995,c2d3 -1014,g1g2 -1039,c2b2 -1040,h6g7 -1114,c2b1 #-26,c2c4 #-20,g5f7 #-19,c2a4 #-17,c2c1 #-12,c5c6 #-11,c2c3 #-8,g5h7 #-8,g5h3 #-7,f1h3 #-1,f1g2 #-1,c5d6 #-1,f1e2 #-1"
QIAhP,5k2/6p1/6B1/pp5P/3p4/P2Pp1P1/1P2R2K/3r4 b - - 0 35,1904,+437,h4h5 -489,+489,"d1d2 +489,a5a4 -406,f8e7 -407,b5b4 -423,d1c1 -436,d1f1 -445,d1b1 -457,d1a1 -462,f8g8 -475,d1d3 -671,d1e1 #-29,d1h1 #-28,d1g1 #-28"
QIBbt,8/8/1p1k1p2/3P1B2/6P1/4Kp1P/8/3b4 w - - 2 44,1917,0,a4d1 -543,+543,"h3h4 +543,f5e4 +1,e3d2 +1,f5d3 0,e3f2 0,f5g6 0,f5b1 -1,f5h7 -6,f5e6 -9,f5c8 -9,e3d4 -12,e3f4 -36,g4g5 -511,f5d7 -723,f5c2 -746,e3d3 #-29,e3e4 #-17"
QI4n9,r2r2k1/pb2bpp1/1p2p2p/3qP3/8/P1B5/1PQ1BPPP/R2R2K1 b - - 0 17,1053,-511,d4e5 #-1,#+1,"d5g2 #+1,d5c6 +30,d5c5 +21,d5e4 +7,a8c8 -401,g7g6 -401,a7a5 -402,a8b8 -408,b7c6 -409,e7f8 -414,e7g5 -418,d5d7 -419,h6h5 -420,g8h8 -421,d5d1 -422,g7g5 -423,e7c5 -424,a7a6 -426,d8c8 -427,b6b5 -433,e7h4 -433,d8d7 -433,d8f8 -434,d8b8 -443,d8e8 -444,b7c8 -447,d8d6 -460,f7f5 -467,e7a3 -511,e7d6 -534,f7f6 -539,e7b4 -554,b7a6 -563,d5a2 -568,d5d2 -573,d5a5 -576,d5c4 -580,g8f8 -583,d5b5 -583,d5b3 -586,e7f6 -587,d5f3 -588,d5d4 -592,d5e5 -597,d5d6 -608,d5d3 -621"
QI883,1rb1k2r/p2p1pp1/6qp/2BQP3/8/P7/1PP2PPP/R4RK1 b k - 0 16,1409,+348,e3c5 -328,+328,"c8b7 +328,b8b2 -362,g6e6 -373,b8b5 -416,g6c6 -416,b8b7 -425,e8d8 -442,d7d6 -474,b8b6 -479,g6a6 -487,c8a6 -508,g6g5 -510,f7f5 -519,h6h5 -546,a7a5 -556,a7a6 -569,h8g8 -570,g6b6 -594,f7f6 -602,g6c2 -614,b8a8 -627,h8f8 -631,g6f5 -635,b8b3 -637,h8h7 -637,g6g4 -638,g6g2 -666,g6h7 -678,g6h5 -710,b8b4 -711,g6d3 -780,g6e4 -790,g6g3 #-19,g6f6 #-10,g6d6 #-6"
QI6vO,2r2r2/1p3pkp/pq1p2p1/2nN4/P2pP3/2R1QP1P/6P1/7K w - - 0 26,1400,+134,e5d4 -482,+482,"e3d4 +482,e3f4 -505,e3d2 -517,d5b6 -547,h1g1 -583,e3e1 -594,c3a3 -613,e3g5 -616,c3c2 -621,a4a5 -638,e3c1 -639,e3g1 -658,e3f2 -660,h1h2 -668,g2g4 -677,f3f4 -680,e3e2 -689,h3h4 -690,g2g3 -692,e4e5 -700,c3b3 -798,c3c1 -890,e3h6 -926,c3c4 -953,c3d3 -1019,d5f4 -1057,d5e7 -1085,d5f6 -1195,d5b4 #-25,d5c7 #-22,e3d3 #-19,c3c5 #-18"
QICeC,8/8/5pk1/5b2/7p/6K1/8/6R1 w - - 0 82,1647,-30,g5h4 -504,+504,"g3f4 +504,g3h4 +60,g3f3 0,g3f2 0,g3g2 0,g3h2 0"
QI58u,R7/2r1q2k/4p1pp/3p4/3Q4/8/2r2PPP/5RK1 w - - 2 35,608,+15,c6c7 #-1,#+1,"a8h8 #+1,d4h8 #+1,h2h4 0,h2h3 0,d4e5 -1,d4e3 -11,g2g3 -14,a8b8 -20,f1e1 -21,a8a6 -25,d4d3 -26,f1d1 -27,a8a1 -28,d4f4 -29,d4b6 -31,g2g4 -32,d4d1 -32,a8a5 -35,d4a4 -37,d4g4 -47,d4a1 -51,a8a4 -58,f2f3 -92,g1h1 -94,f2f4 -137,f1b1 -507,f1a1 -507,a8g8 -542,a8a7 -543,a8c8 -544,a8a2 -546,a8e8 -547,a8d8 -551,a8a3 -555,a8f8 -555,d4b2 -741,d4d5 -787,d4d2 -878,d4c5 #-42,d4c3 #-42,d4c4 #-40,d4a7 #-34,d4g7 #-31,d4b4 #-30,d4e4 #-28,d4h4 #-27,d4f6 #-15,f1c1 #-2"
QICsP,8/8/2P2rk1/pR4p1/Pb4K1/1P4P1/7P/8 w - - 1 44,2243,-27,f5f6 -499,+499,"c6c7 +499,b5b6 +39,b5g5 0,h2h4 0,h2h3 -11,b5e5 -15,b5d5 -17,b5b8 -22,b5b7 -229,g4h3 -231,b5b4 -489,b5a5 -563,b5c5 -593,b5f5 -593"
QI7DY,1r1qr1k1/5ppp/p3pn2/p7/P1N1P3/2pb1PP1/7P/R1Q1RBK1 w - - 0 23,1879,+377,d4c3 -270,+270,"e1d1 +270,c1c3 -81,e1e3 -146,c1d1 -343,g1h1 -368,c4e3 -372,f1d3 -386,c4a3 -398,c1e3 -400,g1g2 -400,c4e5 -441,e4e5 -441,a1a3 -460,h2h4 -498,c4a5 -498,c4d6 -501,c1a3 -502,f1e2 -505,g3g4 -514,h2h3 -514,f3f4 -532,g1f2 -533,f1g2 -533,a1a2 -533,f1h3 -536,e1e2 -555,c1g5 -564,c1f4 -567,c4b6 -580,c4d2 -590,a1b1 -679,c4b2 -686,c1c2 -757,c1h6 -761,c1d2 -802,c1b1 -809,c1b2 -967"
QI7wQ,1r3rk1/5pp1/3p3p/2p1p1qn/2P1P3/3P4/P2B1PPP/1R1QR1K1 b - - 8 24,1794,+123,c3d2 -408,+408,"b8b1 +408,h5f4 -128,g5g6 -173,g5h4 -192,g5e7 -453,g5d8 -478,g5f6 -484,g5f4 -494,g7g6 -496,g5d2 -497,h5f6 -504,f8d8 -560,b8b2 -568,b8b6 -568,f7f5 -576,b8b4 -580,b8b3 -586,b8b7 -586,b8b5 -586,g5g2 -594,d6d5 -599,g8h7 -600,g5g3 -612,g5e3 -614,f7f6 -618,g5g4 -618,h5g3 -626,g5f5 -627,b8a8 -636,f8c8 -640,b8e8 -647,g8h8 -648,b8c8 -658,f8e8 -659,b8d8 -661"
QI8iD,r1b2rk1/pp3pp1/1q1bpn1p/3pn3/2pP4/2P1P1B1/PPBN1PPP/RQ2K2R w KQ - 0 12,1438,+14,d7e5 -384,+384,"d4e5 +384,g3e5 -64,e3e4 -385,g3h4 -392,e1g1 -397,b2b3 -397,a2a4 -411,h2h3 -425,a2a3 -426,e1e2 -427,d2f3 -432,g3f4 -434,b2b4 -441,h1f1 -441,e1f1 -443,d2f1 -443,f2f3 -447,d2e4 -450,c2h7 -460,b1d1 -460,b1c1 -460,f2f4 -463,h1g1 -467,e1d1 -469,d2b3 -486,c2f5 -486,h2h4 -493,c2e4 -507,c2d1 -530,c2a4 -551,d2c4 -558,c2b3 -574,c2g6 -611,c2d3 -709"
QI9dv,5r2/pk2r3/1pp4p/6p1/2P2BQ1/8/PP3RPP/7K b - - 1 38,475,+474,f3g4 #-2,#+2,"e7e1 #+2,f8f4 0,h6h5 -510,g5f4 -551,e7f7 -551,f8d8 -590,f8f6 -595,a7a6 -596,a7a5 -601,f8e8 -610,b7a6 -610,c6c5 -627,b6b5 -642,f8c8 -657,f8g8 -664,f8h8 -673,f8a8 -687,f8b8 -687,b7a8 -703,f8f5 -703,f8f7 -712,e7e4 -724,e7h7 -728,e7g7 -733,e7c7 -736,e7e8 -767,e7e2 -790,e7e6 -811,e7e3 #-6,e7e5 #-6,e7d7 #-4"
QI9V7,3q1k2/pp3pb1/2b1p2p/7p/3N4/2PQ4/PPB2PP1/6K1 w - - 2 28,1250,+238,g8f8 -699,+699,"d4e6 +699,d4c6 -5,c2a4 -56,d4f3 -135,d3d2 -139,c2d1 -147,c2b3 -155,f2f3 -184,d4b3 -192,a2a3 -196,b2b4 -198,g1f1 -208,a2a4 -217,g2g3 -225,d3e3 -232,d3d1 -233,f2f4 -239,g1h1 -241,d4e2 -244,b2b3 -246,g1h2 -247,d3c4 -251,d3h3 -255,d3g3 -315,c2b1 -328,d3f1 -354,d3e2 -354,d3h7 -465,g2g4 -466,d4f5 -491,d4b5 -494,d3g6 -521,c3c4 -550,d3f3 -649,d3e4 -682,d3b5 -753,d3a6 -769,d3f5 -784"
QI9hy,r2qk2r/p1pbbpp1/4pn1p/8/4B2B/2N5/PPP2PPP/R2Q1RK1 b kq - 0 13,1525,+8,d3e4 -391,+391,"f6e4 +391,a8b8 +23,a8c8 -21,c7c6 -39,g7g5 -86,a7a6 -158,a7a5 -182,h8g8 -195,d8c8 -213,c7c5 -214,d8b8 -215,e7d6 -224,e7c5 -236,g7g6 -236,e7b4 -237,h6h5 -240,e7f8 -244,h8f8 -247,f6d5 -249,f6g8 -302,e6e5 -308,f6h7 -356,e8g8 -427,e8f8 -448,d7a4 -472,h8h7 -489,d7b5 -491,f6g4 -512,e7a3 -513,f6h5 -515,d7c8 -521,d7c6 -528"
QIDqy,5k2/2R4b/4r2P/4p1P1/8/4K3/8/8 w - - 4 52,1402,0,f5h7 -482,+482,"c7h7 +482,g5g6 0,c7b7 0,c7a7 0,c7c8 0,e3f2 0,e3f3 0,c7c4 0,e3e2 0,c7c1 0,c7d7 0,e3d2 0,c7c5 0,c7c3 0,c7g7 0,c7c2 #-15,c7c6 #-15,c7e7 #-13,c7f7 #-13"
QI75C,r1b1kbnr/pppp1ppp/8/2q1P3/1n6/P4N2/1PPQPPPP/RNB1KB1R b KQkq - 0 6,853,+230,a2a3 -359,+359,"b4c2 +359,b4c6 -254,c5a5 -309,b4a6 -332,b4d5 -355,c5c2 -449,b4a2 -504,c5b6 -508,f7f6 -513,d7d5 -515,d7d6 -518,c7c6 -524,b7b5 -529,b7b6 -530,g8h6 -531,c5e7 -538,a7a5 -540,c5c4 -540,a7a6 -541,c5c6 -542,f8e7 -546,g7g6 -546,h7h6 -548,g7g5 -549,c5b5 -549,f7f5 -555,h7h5 -557,a8b8 -561,g8e7 -567,c5d5 -573,g8f6 -576,c5e5 -581,b4d3 -584,c5f2 -599,e8d8 -601,c5e3 -618,e8e7 -642,c5d4 -645,f8d6 -654,c5d6 -674,c5c3 -708"
QIE0m,8/6pp/8/P7/3k4/1K2p3/6PP/8 w - - 0 37,1440,0,e4e3 -608,+608,"b3c2 +608,a5a6 #-16,b3a4 #-11,b3b4 #-11,b3a3 #-10,g2g3 #-10,h2h3 #-10,g2g4 #-10,h2h4 #-10,b3b2 #-6,b3a2 #-6"
QICTG,6k1/1N6/3P3p/6p1/p7/P1n4P/3r2P1/2R3K1 b - - 1 35,956,+9,f1c1 -450,+450,"c3e2 +450,c3b5 0,c3e4 -429,c3d1 -433,d2d6 -446,c3a2 -465,c3d5 -494,d2d3 -524,c3b1 -572,d2b2 -572,g8f7 -602,g8g7 -673,g8f8 -678,g5g4 -679,g8h7 -681,d2d5 -691,g8h8 -694,d2d4 -707,h6h5 -707,d2e2 -772,d2a2 -792,d2d1 -856,d2f2 -930,d2g2 #-29,d2c2 #-9"
QIDwF,3b4/5p2/1k2p1p1/2NpP2p/1K1P1P1P/6P1/8/8 b - - 5 46,1167,0,b3c5 -617,+617,"d8e7 +617,b6c6 0,d8c7 0,b6c7 0,g6g5 -284,b6a7 -481,f7f5 -532,f7f6 -532,d8h4 -809,d8g5 -865,d8f6 #-24"
QI77i,2r2rk1/qp4p1/p1n1p2p/3pP1b1/1P6/PN5P/1B2QPP1/R2R2K1 b - - 2 22,1642,+24,c1a1 -308,+308,"f8f2 +308,c8e8 +22,g5d8 +8,b7b6 +1,g5e7 0,f8f7 -3,c8a8 -8,a6a5 -9,f8e8 -11,a7a8 -11,c8b8 -12,a7b6 -15,f8f5 -17,b7b5 -21,c6e7 -22,f8f4 -25,c8c7 -25,g8h8 -35,g5h4 -43,g8h7 -57,c8d8 -62,c6d8 -67,a7b8 -81,f8d8 -87,c6b8 -88,g5f4 -88,g7g6 -114,h6h5 -136,g8f7 -155,d5d4 -174,c6b4 -334,c6e5 -361,c6a5 -395,a7f2 -397,f8f3 -414,c6d4 -443,g5d2 -444,g5e3 -451,g5c1 -460,g5f6 -551,f8f6 -567,a7e3 -572,a7d4 -598,a7c5 -625"
QIEe5,3rrk2/p1Q5/1p3q2/3B1pp1/P7/7R/1P4PP/7K w - - 5 30,1135,+614,g7f8 #-2,#+2,"h3h8 #+2,c7c1 -467,c7g3 #-19,c7d8 #-18,h3e3 #-15,c7f7 #-9,c7e5 #-6,c7b6 #-6,c7g7 #-6,c7e7 #-6,c7d6 #-6,c7c5 #-6,c7c3 #-6,g2g4 #-5,h1g1 #-4,g2g3 #-4,d5c4 #-2,h3f3 #-2,c7c4 #-2,c7f4 #-2,c7a7 #-1,h3h7 #-1,d5e6 #-1,d5e4 #-1,d5a8 #-1,c7h7 #-1,h3h5 #-1,d5b3 #-1,h3h6 #-1,a4a5 #-1,c7b7 #-1,d5c6 #-1,b2b3 #-1,b2b4 #-1,d5a2 #-1,c7d7 #-1,c7c6 #-1,c7c2 #-1,d5f3 #-1,h3d3 #-1,d5f7 #-1,h3g3 #-1,c7b8 #-1,d5g8 #-1,c7c8 #-1,d5b7 #-1,h3h4 #-1,h3c3 #-1,h3a3 #-1,h3b3 #-1"
QI9S4,r4rk1/p1p2pp1/5n1p/1P2p1n1/P3P3/2NP1bP1/5Q1P/R1R3K1 b - - 1 23,773,+194,e2f2 -397,+397,"g5h3 +397,f6g4 0,f3e4 -49,f8d8 -137,f6e4 -161,a7a6 -173,g8h7 -180,a8d8 -194,h6h5 -194,f8e8 -204,f8c8 -205,f8b8 -205,c7c5 -207,g8h8 -211,f3g4 -222,a7a5 -222,f3h5 -230,f6h5 -247,f6d7 -247,a8c8 -252,a8e8 -259,f6e8 -260,c7c6 -260,f6h7 -264,a8b8 -268,f3d1 -272,g7g6 -366,f6d5 -371,g5e4 -433,g5e6 -438,f3e2 -462,f3g2 -466,g5h7 -466,f3h1 -473"
QIAmg,rn2k2r/pBp2ppp/1p2p3/2b5/3q1P1N/6P1/PPPP3P/R1BQK2R b KQkq - 0 10,921,-9,g2b7 #-1,#+1,"d4f2 #+1,e8g8 -420,e6e5 -422,g7g5 -496,b8d7 -508,c7c6 -559,a7a6 -560,b8a6 -564,a7a5 -573,d4d8 -575,d4d7 -579,b6b5 -579,c5e7 -580,h7h6 -582,h7h5 -583,g7g6 -589,d4f6 -596,e8d7 -596,f7f5 -598,d4c4 -600,d4d6 -607,c5d6 -611,f7f6 -612,c5f8 -614,e8f8 -616,e8e7 -621,d4a4 -622,c5b4 -623,c5a3 -623,e8d8 -625,d4b4 -634,d4d5 -639,h8g8 -641,h8f8 -653,b8c6 -660,d4g1 -726,d4e4 -789,d4d3 -812,d4f4 -817,d4d2 -831,d4e3 -851,d4c3 -858,d4e5 -867,d4b2 -871"
QICGb,r4r1k/2pq1n1p/pp4pQ/4ppB1/2P5/3P3P/PP3PP1/R3R1K1 w - - 3 23,947,-5,d6f7 #-2,#+2,"g5f6 #+2,h6h4 +11,h6f8 -415,e1e5 -424,a2a4 -434,d3d4 -440,a1c1 -453,c4c5 -457,b2b4 -458,a2a3 -458,a1d1 -460,a1b1 -462,g5e3 -464,e1e2 -465,g5f4 -466,b2b3 -467,e1e3 -467,h3h4 -469,g5c1 -469,g5d2 -470,e1c1 -473,e1d1 -473,g1h1 -474,g1h2 -475,g1f1 -476,e1b1 -478,e1f1 -478,f2f4 -480,f2f3 -482,g2g3 -485,h6g6 -519,g5e7 -520,e1e4 -539,g5h4 -552,g5d8 -558,h6h7 -567,h6h5 -583,g2g4 -587,h6g7 -607"
QIDHp,Q4qk1/p4ppp/1p2pn2/8/2P5/1P5P/P4PP1/3rR1K1 w - - 1 24,1066,+472,e7f8 -425,+425,"a8f8 +425,a8f3 -616,e1d1 -637,g1h2 -648,a8e4 -685,e1f1 -819,f2f3 -819,g1f1 -819,a8c6 #-21,a8b7 #-20,a8a7 #-18,a8d5 #-8,a8c8 #-7,a8e8 #-7,c4c5 #-7,f2f4 #-7,g2g4 #-6,a8d8 #-6,b3b4 #-6,a2a3 #-6,h3h4 #-6,g1h1 #-6,a2a4 #-6,a8b8 #-5,g2g3 #-5"
QI9Ww,2r2r2/1pp2pkp/p1qb4/3R4/8/P4Q1P/1PP2PP1/3R2K1 w - - 0 23,1423,-461,g8g7 #-2,#+2,"d5g5 #+2,c2c4 -234,d1d4 -263,b2b4 -300,f3g4 -313,b2b3 -316,f3f5 -318,h3h4 -320,c2c3 -324,g2g3 -326,d1d3 -331,a3a4 -332,f3d3 -335,d1f1 -348,g1f1 -351,d1d2 -351,g1h1 -351,d1c1 -351,f3b3 -357,d1b1 -360,f3e2 -363,d1a1 -370,f3e4 -372,g2g4 -381,f3h5 -389,d1e1 -390,f3e3 -404,d5f5 -409,d5d3 -417,d5d4 -438,d5d2 -450,f3c3 -452,d5a5 -455,d5h5 -463,d5d6 -475,f3g3 -562,d5b5 -613,d5c5 -621,d5e5 -627,f3f4 -709,f3f6 -734,f3f7 -749"
QID2Z,r4rk1/2q1ppbp/p2p2p1/1pp1n3/1P2n1b1/P1P2N2/2NPBPPP/1RBQR1K1 w - - 0 15,1311,+173,f6e4 -171,+171,"f3e5 +171,b4c5 -171,c2e3 -178,c3c4 -196,h2h4 -221,h2h3 -221,b1a1 -226,a3a4 -227,g2g3 -259,b1b2 -271,e1f1 -275,f3h4 -288,c2a1 -298,g1f1 -301,b1b3 -328,c1b2 -346,f3d4 -365,f3g5 -372,e2f1 -373,e2b5 -410,d2d4 -446,e2c4 -492,c2d4 -496,d2d3 -514,e2d3 -537,g1h1 -637"
QIEQS,2b1k2r/5ppp/1q2pn2/3p4/1b6/r3PN2/3N1PPP/R2QKB1R w KQk - 0 13,1170,+123,a8a3 -325,+325,"a1a3 +325,f1e2 -231,h2h3 -356,d1b1 -365,h2h4 -371,g2g4 -373,d1c1 -375,g2g3 -382,a1b1 -409,a1c1 -414,h1g1 -434,f1d3 -446,f1c4 -482,f1b5 -517,e1e2 -528,d1a4 -581,e3e4 -613,a1a2 -637,f3e5 -678,f3g5 -683,f1a6 -698,f3d4 -699,f3h4 -814,d1e2 -873,d1c2 -887,d1b3 -889,f3g1 #-17"
QIEZM,4k3/5p2/PN2p3/8/1KP1n3/6p1/r7/3R4 w - - 1 36,1868,+411,h2a2 -367,+367,"b6a4 +367,b6a8 -15,d1e1 -103,d1c1 -369,c4c5 -392,d1h1 -412,b6d7 -431,d1b1 -442,d1g1 -442,d1f1 -454,b4b3 -472,a6a7 -481,d1d4 -486,b6c8 -491,d1d3 -502,d1d7 -531,b6d5 -569,d1d2 -660,b4b5 -661,d1d5 -767,d1d6 -846,d1d8 #-25,d1a1 #-25"
